type,element_id,text,metadata,filename
Title,561a83439db9f00a49181847e453b5bc,Avg,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'b84d3970b434ea5a56d5d3a96091dd7e', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,df7da6624b3fbed24e1a644f8641ec14,86.28,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': '561a83439db9f00a49181847e453b5bc', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,c51edef44c2d8cd02e70b9aa91c08fe9,85.89 85.61,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': '561a83439db9f00a49181847e453b5bc', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,c4d9e00709dc629fa1db312c0844ab24,85.94 85.93,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': '561a83439db9f00a49181847e453b5bc', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,119df474e303c5ef3bbe65db3da81468,Figure 5: Ablation study of GaLore on 130M models. Left: varying subspace update frequency T. Right: varying subspace rank and training iterations.,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': '561a83439db9f00a49181847e453b5bc', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,67161a1463e505e3e8825057a5c69712,"The reason has been discussed in Sec. 4.1 and is more prevalent for small r, since in such case, the subspace switching should happen at the right time to avoid wasting optimization steps in the wrong subspace, while for large r the gradient updates cover more subspaces, providing more cushion.","{'languages': ['heb', 'eng'], 'links': [{'text': '4 . 1', 'url': 'subsection.4.1', 'start_index': 38}], 'page_number': 9, 'parent_id': '561a83439db9f00a49181847e453b5bc', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,e33a5146ce50b7dd186921632b0cb222,6.2. How does the rank of subspace affect the,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': '561a83439db9f00a49181847e453b5bc', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,edb63e6ab403e30e672b8f33b62c09d4,convergence?,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'b84d3970b434ea5a56d5d3a96091dd7e', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,4a88220d3bcd928fdec4e6201e037b2f,"Within a certain range of rank values, decreasing the rank only slightly affects the convergence rate, causing a slow- down that is close to linear. As shown in Fig. 5(right), train- ing with a rank of 128 using 80K steps achieves a lower loss than training with a rank of 512 using 20K steps. This shows that GaLore can be used to trade-off between mem- ory and computational cost. In a memory-constrained sce- nario, reducing the rank allows us to stay within the mem- ory budget while training for more steps to preserve the performance.","{'languages': ['heb', 'eng'], 'links': [{'text': '5', 'url': 'figure.caption.11', 'start_index': 166}], 'page_number': 9, 'parent_id': 'edb63e6ab403e30e672b8f33b62c09d4', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
ListItem,32c0685f8ac066a9d008404d04af2498,7. Conclusion,"{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'edb63e6ab403e30e672b8f33b62c09d4', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,25e4bbdf37f8d71208d603f9350c320c,"We propose GaLore, a memory-efficient pre-training and fine-tuning strategy for large language models. GaLore sig- nificantly reduces memory usage by up to 65.5% in opti- mizer states while maintaining both efficiency and perfor- mance for large-scale LLM pre-training and fine-tuning.","{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'edb63e6ab403e30e672b8f33b62c09d4', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Footer,67095cd375174ab91b9b1c031ad5dc70,9,"{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,7ea1be8eac9e770e57d6e93692389ca7,"We identify several open problems for GaLore, which in- clude (1) applying GaLore on training of other types of models such as vision transformers and diffusion mod- els, (2) further improving memory efficiency by employ- ing low-memory projection matrices, through quantization or special parameterization, and (3) exploring the possi- bility of elastic data distributed training on low-bandwidth consumer-grade hardware.","{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,2df5a4d2e2e0b7dc1f9dfc355169e830,We hope that our work will inspire future research on memory-efficient LLM training strategies from the per- spective of low-rank gradient projection. We believe that GaLore will be a valuable tool for the community to train large language models with consumer-grade hardware and limited resources.,"{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
ListItem,cf6740dbbb5cf740701c6df128227763,8. Impact Statement,"{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,7efa066f1e863828db25606d8562c6a6,"This paper aims to improve the memory efficiency of train- ing large language models (LLMs) in order to reduce the environmental impact of LLM pre-training and fine-tuning. By enabling the training of larger models on hardware with lower memory, our approach helps to minimize energy consumption and carbon footprint associated with training LLMs.","{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,6614fba8713e14a93980f052469a5864,References,"{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,09e888346baff919d125e068981a3e63,"Anil, R., Gupta, V., Koren, T., and Singer, Y. Memory","{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,d5e6eaab1cd6f52b0be3c7d88be86898,Efficient Adaptive Optimization.,"{'languages': ['heb', 'eng'], 'page_number': 9, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,1febda51ec72e1c247d68c5513f83168,"Chaudhry, A., Khan, N., Dokania, P., and Torr, P. Contin- ual Learning in Low-rank Orthogonal Subspaces. In Ad- vances in Neural Information Processing Systems, vol- ume 33, pp. 9900–9911. Curran Associates, Inc., 2020.","{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'd5e6eaab1cd6f52b0be3c7d88be86898', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,37a5e8219dea2241f866aa85e5689504,"Chen, H., Raskutti, G., and Yuan, M. Non-Convex Pro- jected Gradient Descent for Generalized Low-Rank Ten- sor Regression. Journal of Machine Learning Research, 20(5):1–37, 2019. ISSN 1533-7928.","{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'd5e6eaab1cd6f52b0be3c7d88be86898', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,f2dd37af27bc805b5a73d58c26d87e09,"Chen, T., Xu, B., Zhang, C., and Guestrin, C. Training Deep Nets with Sublinear Memory Cost, April 2016.","{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'd5e6eaab1cd6f52b0be3c7d88be86898', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,d1582e4558e78e3cc4b268189c7ba844,"Chen, Y. and Wainwright, M. J. Fast low-rank estimation","{'languages': ['heb', 'eng'], 'page_number': 9, 'parent_id': 'd5e6eaab1cd6f52b0be3c7d88be86898', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Header,3394b927b22c344ced2abc1d5c520a59,GaLore: Memory-Efficient LLM Training by Gradient Low-Rank Projection,"{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,5325283577615662e9159ba6c3a476e4,"by projected gradient descent: General statistical and al- gorithmic guarantees, September 2015.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,a51dc1b98bf9857452ff6aa86c617d06,"Chowdhery, A., Narang, S., Devlin, J., Bosma, M., Mishra, G., Roberts, A., Barham, P., Chung, H. W., Sutton, C., Gehrmann, S., Schuh, P., Shi, K., Tsvyashchenko, S., Maynez, J., Rao, A., Barnes, P., Tay, Y., Shazeer, N., Prabhakaran, V., Reif, E., Du, N., Hutchinson, B., Pope, R., Bradbury, J., Austin, J., Isard, M., Gur-Ari, G., Yin, P., Duke, T., Levskaya, A., Ghemawat, S., Dev, S., Michalewski, H., Garcia, X., Misra, V., Robinson, K., Fedus, L., Zhou, D., Ippolito, D., Luan, D., Lim, H., Zoph, B., Spiridonov, A., Sepassi, R., Dohan, D., Agrawal, S., Omernick, M., Dai, A. M., Pillai, T. S., Pel- lat, M., Lewkowycz, A., Moreira, E., Child, R., Polozov, O., Lee, K., Zhou, Z., Wang, X., Saeta, B., Diaz, M., Firat, O., Catasta, M., Wei, J., Meier-Hellstern, K., Eck, D., Dean, J., Petrov, S., and Fiedel, N. PaLM: Scaling Language Modeling with Pathways, October 2022.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,66eb4e804896d7c33d8062a1e58f37c5,"Dettmers, T., Lewis, M., Shleifer, S., and Zettlemoyer, 8-bit Optimizers via Block-wise Quantization.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,8b876512d5f4430606de0e0c4c71b17f,"L. arXiv:2110.02861 [cs], October 2021.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,d42b67ffe21329a565b921901604867e,"Dettmers, T., Lewis, M., Shleifer, S., and Zettlemoyer, L. 8-bit Optimizers via Block-wise Quantization, June 2022.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,ce5bb3b05ffae7f8dc47c91c845361d6,"Dettmers, T., Pagnoni, A., Holtzman, A., and Zettlemoyer, L. QLoRA: Efficient Finetuning of Quantized LLMs, May 2023.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,282d58fb62552676c4869ab7dcc1c62d,"Ding, N., Qin, Y., Yang, G., Wei, F., Yang, Z., Su, Y., Hu, S., Chen, Y., Chan, C.-M., Chen, W., Yi, J., Zhao, W., Wang, X., Liu, Z., Zheng, H.-T., Chen, J., Liu, Y., Tang, J., Li, J., and Sun, M. Delta Tuning: A Compre- hensive Study of Parameter Efficient Methods for Pre- trained Language Models, March 2022.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,5fbad0306f2fb4bfe1dc7dd313b17691,"Gur-Ari, G., Roberts, D. A., and Dyer, E. Gradient Descent","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,54216173e52bc68a371e25e2100cb3c9,"Happens in a Tiny Subspace, December 2018.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '3394b927b22c344ced2abc1d5c520a59', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,3910c2aa468291fb559fea8b5ed5a92d,"Hu, E. J., Shen, Y., Wallis, P., Allen-Zhu, Z., Li, Y., Wang, S., Wang, L., and Chen, W. LoRA: Low-Rank Adapta- tion of Large Language Models, October 2021.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '54216173e52bc68a371e25e2100cb3c9', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,9664b96db50954b9e51787231665d7a8,"Kamalakara, S. R., Locatelli, A., Venkitesh, B., Ba, J., Gal, Y., and Gomez, A. N. Exploring Low Rank Training of Deep Neural Networks, September 2022.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '54216173e52bc68a371e25e2100cb3c9', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,a44cbc3642482bc578422f7a03f6807b,"Kingma, D. P. and Ba, J. Adam: A Method for Stochastic Optimization. arXiv:1412.6980 [cs], December 2014.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '54216173e52bc68a371e25e2100cb3c9', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,422f3e50df8a8047256e8b166c5255f7,"Larsen, B. W., Fort, S., Becker, N., and Ganguli, S. How many degrees of freedom do we need to train deep net- works: A loss landscape perspective, February 2022.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '54216173e52bc68a371e25e2100cb3c9', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Footer,6c881e8e3bf0bf4122d902fe1f54b957,10,"{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,57df2441e12843afcebac8f8c4d4bebe,"Lee, Y. and Choi, S. Gradient-Based Meta-Learning with Learned Layerwise Metric and Subspace, June 2018.","{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,eceb943fbd2b1966e5cf125a3f312a77,"Li, B., Chen, J., and Zhu, J. Memory Efficient Optimiz- ers with 4-bit States. https://arxiv.org/abs/2309.01507v3, September 2023.","{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,a65dd3b943b2c6d6218a14039696864f,"Lialin, V., Shivagunde, N., Muckatira, S., and Rumshisky, A. ReLoRA: High-Rank Training Through Low-Rank Updates, December 2023.","{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,4ceffe1bab643031cff6806ec46038ad,"Lin, H., Zhang, H., Ma, Y., He, T., Zhang, Z., Zha, S., and Li, M. Dynamic Mini-batch SGD for Elastic Distributed Training: Learning in the Limbo of Resources. URL http://arxiv.org/abs/1904.12043.","{'languages': ['heb', 'eng'], 'links': [{'text': 'http :// arxiv . org / abs / 1904 . 12043', 'url': 'http://arxiv.org/abs/1904.12043', 'start_index': 164}], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,39e954f4f50643eba4d282f72a37a7bf,"Loshchilov, I. and Hutter, F. Decoupled Weight Decay Reg-","{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,845c036a8404643c1baf0b6bd4e76047,"ularization, January 2019.","{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,9bfa85530363b43f26566d20e4872a4c,"Lv, K., Yang, Y., Liu, T., Gao, Q., Guo, Q., and Qiu, X. Full Parameter Fine-tuning for Large Language Models with Limited Resources, June 2023.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '845c036a8404643c1baf0b6bd4e76047', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,2cbc96227019d1167d7849854519f3ee,"Raffel, C., Shazeer, N., Roberts, A., Lee, K., Narang, S., Matena, M., Zhou, Y., Li, W., and Liu, P. J. Exploring the Limits of Transfer Learning with a Unified Text-to- Text Transformer, September 2023.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '845c036a8404643c1baf0b6bd4e76047', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,77406ee07cc9e9ef3b92febcffafc028,"Rajbhandari, S., Rasley, J., Ruwase, O., and He, Y. ZeRO: Memory Optimizations Toward Training Trillion Param- eter Models, May 2020.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '845c036a8404643c1baf0b6bd4e76047', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,d8d8cac0bb175f4f6af98e6dff3dc8e1,"Renduchintala, A., Konuk, T., and Kuchaiev, O. Tied-Lora: Enhacing parameter efficiency of LoRA with weight ty- ing, November 2023.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': '845c036a8404643c1baf0b6bd4e76047', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,d866ee1b068c99c691108bc368db5213,"Shazeer, N. GLU Variants Improve Transformer, February","{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,f9330773406be258e96b210ba9271071,2020.,"{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': 'd866ee1b068c99c691108bc368db5213', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,932c2f8e893e1a6f184bfc1bb44c330d,"Shazeer, N. and Stern, M. Adafactor: Adaptive Learning","{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Title,fb170b567e7aaa647e8606e6551f4c06,Rates with Sublinear Memory Cost.,"{'languages': ['heb', 'eng'], 'page_number': 10, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,984903d91aaff0ca027bb67f246e9316,"Sheng, Y., Cao, S., Li, D., Hooper, C., Lee, N., Yang, S., Chou, C., Zhu, B., Zheng, L., Keutzer, K., Gonzalez, J. E., and Stoica, I. S-LoRA: Serving Thousands of Con- current LoRA Adapters, November 2023.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': 'fb170b567e7aaa647e8606e6551f4c06', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
NarrativeText,c3c08af7980470c99ca1483f768754ef,"Tian, Y., Yu, L., Chen, X., and Ganguli, S. Understanding self-supervised learning with dual deep networks. arXiv preprint arXiv:2010.00578, 2020.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': 'fb170b567e7aaa647e8606e6551f4c06', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,dac2d66f95070f1e9ae42abab5a79271,"Tian, Y., Wang, Y., Zhang, Z., Chen, B., and Du, S. Joma: Demystifying multilayer transformers via joint dynam- ics of mlp and attention. ICLR, 2024.","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': 'fb170b567e7aaa647e8606e6551f4c06', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
UncategorizedText,264b7a9e77621621b329d9b0e9f96719,"Touvron, H., Martin, L., Stone, K., Albert, P., Almahairi, A., Babaei, Y., Bashlykov, N., Batra, S., Bhargava, P., Bhosale, S., Bikel, D., Blecher, L., Ferrer, C. C., Chen, M., Cucurull, G., Esiobu, D., Fernandes, J., Fu, J.,","{'languages': ['heb', 'eng'], 'page_number': 10, 'parent_id': 'fb170b567e7aaa647e8606e6551f4c06', 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
Header,abed60a578cbae66de1b3dd7078475d2,GaLore: Memory-Efficient LLM Training by Gradient Low-Rank Projection,"{'languages': ['heb', 'eng'], 'page_number': 11, 'filename': 'GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf', 'filetype': 'application/pdf'}",GaLore- Memory-Efficient LLM Training by Gradient Low-Rank Projection.pdf
