type,element_id,text,metadata,filename,page_number,text_as_html,language,filetype,partition_type
PageNumber,"{'type': 'PageNumber', 'element_id': '799b9bc92c695f0c8f67568cd2a79027', 'text': 'Page 8 of 10', 'metadata': {'category_depth': 2, 'page_number': 2, 'parent_id': '983ff0f2ace146e681674639285d7135', 'text_as_html': '<span class=""PageNumber"" id=""24cdd41cb96e4102941016580b7d53ae"">Page 8 of 10</span>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",Page 8 of 10,"{'category_depth': 2, 'page_number': 2, 'parent_id': '983ff0f2ace146e681674639285d7135', 'text_as_html': '<span class=""PageNumber"" id=""24cdd41cb96e4102941016580b7d53ae"">Page 8 of 10</span>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,2.0,"<span class=""PageNumber"" id=""24cdd41cb96e4102941016580b7d53ae"">Page 8 of 10</span>",,application/pdf,
Table,"{'type': 'Table', 'element_id': '46babf8e25984e9bc7a3af20d4193480', 'text': 'ID Hazardous Situation Cause of Failure Failure Type Potential Effect of Failure Severity Probability Detectability RPN Risk Mitigation Activity Responsibility Updated S, P, D NEW RPN', 'metadata': {'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<table class=""Table"" id=""1378778f8c7c438c89334ef1e33d2517""><thead><tr><th>ID</th><th>Hazardous Situation</th><th>Cause of Failure</th><th>Failure Type</th><th>Potential Effect of Failure</th><th>Severity</th><th>Probability</th><th>Detectability</th><th>RPN</th><th>Risk Mitigation Activity</th><th>Responsibility</th><th>Updated S, P, D</th><th>NEW RPN</th></tr></thead></table>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}","ID Hazardous Situation Cause of Failure Failure Type Potential Effect of Failure Severity Probability Detectability RPN Risk Mitigation Activity Responsibility Updated S, P, D NEW RPN","{'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<table class=""Table"" id=""1378778f8c7c438c89334ef1e33d2517""><thead><tr><th>ID</th><th>Hazardous Situation</th><th>Cause of Failure</th><th>Failure Type</th><th>Potential Effect of Failure</th><th>Severity</th><th>Probability</th><th>Detectability</th><th>RPN</th><th>Risk Mitigation Activity</th><th>Responsibility</th><th>Updated S, P, D</th><th>NEW RPN</th></tr></thead></table>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,2.0,"<table class=""Table"" id=""1378778f8c7c438c89334ef1e33d2517""><thead><tr><th>ID</th><th>Hazardous Situation</th><th>Cause of Failure</th><th>Failure Type</th><th>Potential Effect of Failure</th><th>Severity</th><th>Probability</th><th>Detectability</th><th>RPN</th><th>Risk Mitigation Activity</th><th>Responsibility</th><th>Updated S, P, D</th><th>NEW RPN</th></tr></thead></table>",,application/pdf,
Title,"{'type': 'Title', 'element_id': '801232fa17969288684d3731611ac8a7', 'text': '4. Summary & Conclusions:', 'metadata': {'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<h2 class=""Subtitle"" id=""1fe026bf1fd74332b1e6227aac3e38f9"">4. Summary & Conclusions:</h2>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",4. Summary & Conclusions:,"{'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<h2 class=""Subtitle"" id=""1fe026bf1fd74332b1e6227aac3e38f9"">4. Summary & Conclusions:</h2>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,2.0,"<h2 class=""Subtitle"" id=""1fe026bf1fd74332b1e6227aac3e38f9"">4. Summary & Conclusions:</h2>",,application/pdf,
NarrativeText,"{'type': 'NarrativeText', 'element_id': '6f76f83b1fc09b21fa59b0979937a7be', 'text': 'This document contains Risk Analysis, Evaluation and Control of 2,3 and 4 gang bonded manifolds The risks of product & process do not refer to the Injection molding process and the assembly processes of handle to body and rotator since these processes are the same as for non-bonded stopcocks. This document does not refer to risks related to the side port valve assembly of the closed stopcocks as well (appear in ""RMF- CSTP, Rev H"") from the same reason, only specific risks for bonded CSTPs appear here. For these risks related to pre-bonding see latest versions of: ""Risk Analysis of stopcocks and manifols"" and ""closed stopcock FMEA"". An overall of 38 risks were identified so far. 30 of them are related to all bonded stopcocks and 7 of them are relavent only to bonded closed stopcocks and are mentioned apart from the others in the FMEA table. Since last year\'s update, 12 risks were added to this document (risks # 19-31). All risks were also evaluated for their severity, probability and detectability. Rating was based on data gathered from production & Post production information. After the evaluation, there are no unacceptable(coloured by Red), 15 risks are in the ALARP/AFAP (yellow) area and 23 in the acceptable (green) area. 61% of the risks are acceptable. According to Elcam\'s management decision, when looking at overall risk percentages between red, yellow and green risks, over 50% of green risks is considered acceptable. Mitigation activities to reduce these risks were already implemented in the past and can be find in Elcam SOPs that are mentioned in this document. during 2013-2014 three CAPAs were dealt with for the bonded manifolds family of products (Risks #3, 9 & 12). After the evaluation of year 2015 (revision F) there were no problems detected for risks #3&9 and some problems for risk #12, therefore probabilities for these risks is now reduced (P=1 for risks #3&9 and P=2 for risk #12) . All risks will be re-evaluated for effectiveness next year\'s update after gathering production and post production information. Risk to Benefit Analysis: The bonded manifolds are essential and basic medical products for use at various medical applications (IV, Monitpring etc.). Tracking information regarding the production, post production and use of this product at the hospitals, shows that the overall advantages in using Elcam\'s bonded maifolds overweight the risks of this product detailed in this document. When using Elcam\'s stopcocks and monoblock-manifolds, the overall risks to patient, medical staff and/or their environment are low. The majority of the risks are acceptable, no unacceptable risks. risks are dealt with and tracked. the product is being sold and used without any major issues. Therefore the benefits clearly overweight the risks.', 'metadata': {'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<p class=""NarrativeText"" id=""b647f81540a84aea8642a92063988777"">This document contains Risk Analysis, Evaluation and Control of 2,3 and 4 gang bonded manifolds</p><p class=""NarrativeText"" id=""36305d6bb3e4486f9a08d2cd35e83bf5"">The risks of product & process do not refer to the Injection molding process and the assembly processes of handle to body and rotator since these processes are the same as for non-bonded stopcocks.</p><p class=""NarrativeText"" id=""95ce87e173eb4ebcacc2efc46b2c68ca"">This document does not refer to risks related to the side port valve assembly of the closed stopcocks as well (appear in ""RMF- CSTP, Rev H"") from the same reason, only specific risks for bonded CSTPs appear here.</p><p class=""NarrativeText"" id=""b4f8f93e099c4d699b90e216c189e10c"">For these risks related to pre-bonding see latest versions of: ""Risk Analysis of stopcocks and manifols"" and ""closed stopcock FMEA"".</p><p class=""NarrativeText"" id=""15eadc13832e4153bff14c5cbb2fd784"">An overall of 38 risks were identified so far. 30 of them are related to all bonded stopcocks and 7 of them are relavent only to bonded closed stopcocks and are mentioned apart from the others in the FMEA table.</p><p class=""NarrativeText"" id=""ea5cc10422f14fa58b385ab58455c0ba"">Since last year\'s update, 12 risks were added to this document (risks # 19-31).</p><p class=""NarrativeText"" id=""de5b27ede7f84c0fbe9e692297f2d346"">All risks were also evaluated for their severity, probability and detectability. Rating was based on data gathered from production & Post production information.</p><p class=""NarrativeText"" id=""212be89a69c44e389082f35182de99e1"">After the evaluation, there are no unacceptable(coloured by Red), 15 risks are in the ALARP/AFAP (yellow) area and 23 in the acceptable (green) area. 61% of the risks are acceptable.</p><p class=""NarrativeText"" id=""a220318cd8de466a9618f2eb52f8e125"">According to Elcam\'s management decision, when looking at overall risk percentages between red, yellow and green risks, over 50% of green risks is considered acceptable.</p><p class=""NarrativeText"" id=""f5a4a531dec341b5b74b5a0c7b76ff76"">Mitigation activities to reduce these risks were already implemented in the past and can be find in Elcam SOPs that are mentioned in this document.</p><p class=""NarrativeText"" id=""ef7dcd72d20e48dcad9602f56e924bed"">during 2013-2014 three CAPAs were dealt with for the bonded manifolds family of products (Risks #3, 9 & 12). After the evaluation of year 2015 (revision F) there were no problems detected for risks #3&9 and some problems for risk #12, therefore probabilities for these risks is now reduced (P=1 for risks #3&9 and P=2 for risk #12) .</p><p class=""NarrativeText"" id=""6c12bf338e4044e9a293118a19d9c4f2"">All risks will be re-evaluated for effectiveness next year\'s update after gathering production and post production information.</p><p class=""NarrativeText"" id=""33993f59942947d48a20eb68af034fd0"">Risk to Benefit Analysis:</p><p class=""NarrativeText"" id=""3d8b8159bcc744aaa506204bd58a0b88"">The bonded manifolds are essential and basic medical products for use at various medical applications (IV, Monitpring etc.).</p><p class=""NarrativeText"" id=""f52e8052a5144285a76e01b9b66f0b6b"">Tracking information regarding the production, post production and use of this product at the hospitals, shows that the overall advantages in using Elcam\'s bonded maifolds overweight the risks of this product detailed in this document. When using Elcam\'s stopcocks and monoblock-manifolds, the overall risks to patient, medical staff and/or their environment are low.</p><p class=""NarrativeText"" id=""1deea5b864524050a469dd0b4662ef71"">The majority of the risks are acceptable, no unacceptable risks. risks are dealt with and tracked. the product is being sold and used without any major issues. Therefore the benefits clearly overweight the risks.</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}","This document contains Risk Analysis, Evaluation and Control of 2,3 and 4 gang bonded manifolds The risks of product & process do not refer to the Injection molding process and the assembly processes of handle to body and rotator since these processes are the same as for non-bonded stopcocks. This document does not refer to risks related to the side port valve assembly of the closed stopcocks as well (appear in ""RMF- CSTP, Rev H"") from the same reason, only specific risks for bonded CSTPs appear here. For these risks related to pre-bonding see latest versions of: ""Risk Analysis of stopcocks and manifols"" and ""closed stopcock FMEA"". An overall of 38 risks were identified so far. 30 of them are related to all bonded stopcocks and 7 of them are relavent only to bonded closed stopcocks and are mentioned apart from the others in the FMEA table. Since last year's update, 12 risks were added to this document (risks # 19-31). All risks were also evaluated for their severity, probability and detectability. Rating was based on data gathered from production & Post production information. After the evaluation, there are no unacceptable(coloured by Red), 15 risks are in the ALARP/AFAP (yellow) area and 23 in the acceptable (green) area. 61% of the risks are acceptable. According to Elcam's management decision, when looking at overall risk percentages between red, yellow and green risks, over 50% of green risks is considered acceptable. Mitigation activities to reduce these risks were already implemented in the past and can be find in Elcam SOPs that are mentioned in this document. during 2013-2014 three CAPAs were dealt with for the bonded manifolds family of products (Risks #3, 9 & 12). After the evaluation of year 2015 (revision F) there were no problems detected for risks #3&9 and some problems for risk #12, therefore probabilities for these risks is now reduced (P=1 for risks #3&9 and P=2 for risk #12) . All risks will be re-evaluated for effectiveness next year's update after gathering production and post production information. Risk to Benefit Analysis: The bonded manifolds are essential and basic medical products for use at various medical applications (IV, Monitpring etc.). Tracking information regarding the production, post production and use of this product at the hospitals, shows that the overall advantages in using Elcam's bonded maifolds overweight the risks of this product detailed in this document. When using Elcam's stopcocks and monoblock-manifolds, the overall risks to patient, medical staff and/or their environment are low. The majority of the risks are acceptable, no unacceptable risks. risks are dealt with and tracked. the product is being sold and used without any major issues. Therefore the benefits clearly overweight the risks.","{'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<p class=""NarrativeText"" id=""b647f81540a84aea8642a92063988777"">This document contains Risk Analysis, Evaluation and Control of 2,3 and 4 gang bonded manifolds</p><p class=""NarrativeText"" id=""36305d6bb3e4486f9a08d2cd35e83bf5"">The risks of product & process do not refer to the Injection molding process and the assembly processes of handle to body and rotator since these processes are the same as for non-bonded stopcocks.</p><p class=""NarrativeText"" id=""95ce87e173eb4ebcacc2efc46b2c68ca"">This document does not refer to risks related to the side port valve assembly of the closed stopcocks as well (appear in ""RMF- CSTP, Rev H"") from the same reason, only specific risks for bonded CSTPs appear here.</p><p class=""NarrativeText"" id=""b4f8f93e099c4d699b90e216c189e10c"">For these risks related to pre-bonding see latest versions of: ""Risk Analysis of stopcocks and manifols"" and ""closed stopcock FMEA"".</p><p class=""NarrativeText"" id=""15eadc13832e4153bff14c5cbb2fd784"">An overall of 38 risks were identified so far. 30 of them are related to all bonded stopcocks and 7 of them are relavent only to bonded closed stopcocks and are mentioned apart from the others in the FMEA table.</p><p class=""NarrativeText"" id=""ea5cc10422f14fa58b385ab58455c0ba"">Since last year\'s update, 12 risks were added to this document (risks # 19-31).</p><p class=""NarrativeText"" id=""de5b27ede7f84c0fbe9e692297f2d346"">All risks were also evaluated for their severity, probability and detectability. Rating was based on data gathered from production & Post production information.</p><p class=""NarrativeText"" id=""212be89a69c44e389082f35182de99e1"">After the evaluation, there are no unacceptable(coloured by Red), 15 risks are in the ALARP/AFAP (yellow) area and 23 in the acceptable (green) area. 61% of the risks are acceptable.</p><p class=""NarrativeText"" id=""a220318cd8de466a9618f2eb52f8e125"">According to Elcam\'s management decision, when looking at overall risk percentages between red, yellow and green risks, over 50% of green risks is considered acceptable.</p><p class=""NarrativeText"" id=""f5a4a531dec341b5b74b5a0c7b76ff76"">Mitigation activities to reduce these risks were already implemented in the past and can be find in Elcam SOPs that are mentioned in this document.</p><p class=""NarrativeText"" id=""ef7dcd72d20e48dcad9602f56e924bed"">during 2013-2014 three CAPAs were dealt with for the bonded manifolds family of products (Risks #3, 9 & 12). After the evaluation of year 2015 (revision F) there were no problems detected for risks #3&9 and some problems for risk #12, therefore probabilities for these risks is now reduced (P=1 for risks #3&9 and P=2 for risk #12) .</p><p class=""NarrativeText"" id=""6c12bf338e4044e9a293118a19d9c4f2"">All risks will be re-evaluated for effectiveness next year\'s update after gathering production and post production information.</p><p class=""NarrativeText"" id=""33993f59942947d48a20eb68af034fd0"">Risk to Benefit Analysis:</p><p class=""NarrativeText"" id=""3d8b8159bcc744aaa506204bd58a0b88"">The bonded manifolds are essential and basic medical products for use at various medical applications (IV, Monitpring etc.).</p><p class=""NarrativeText"" id=""f52e8052a5144285a76e01b9b66f0b6b"">Tracking information regarding the production, post production and use of this product at the hospitals, shows that the overall advantages in using Elcam\'s bonded maifolds overweight the risks of this product detailed in this document. When using Elcam\'s stopcocks and monoblock-manifolds, the overall risks to patient, medical staff and/or their environment are low.</p><p class=""NarrativeText"" id=""1deea5b864524050a469dd0b4662ef71"">The majority of the risks are acceptable, no unacceptable risks. risks are dealt with and tracked. the product is being sold and used without any major issues. Therefore the benefits clearly overweight the risks.</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,2.0,"<p class=""NarrativeText"" id=""b647f81540a84aea8642a92063988777"">This document contains Risk Analysis, Evaluation and Control of 2,3 and 4 gang bonded manifolds</p><p class=""NarrativeText"" id=""36305d6bb3e4486f9a08d2cd35e83bf5"">The risks of product & process do not refer to the Injection molding process and the assembly processes of handle to body and rotator since these processes are the same as for non-bonded stopcocks.</p><p class=""NarrativeText"" id=""95ce87e173eb4ebcacc2efc46b2c68ca"">This document does not refer to risks related to the side port valve assembly of the closed stopcocks as well (appear in ""RMF- CSTP, Rev H"") from the same reason, only specific risks for bonded CSTPs appear here.</p><p class=""NarrativeText"" id=""b4f8f93e099c4d699b90e216c189e10c"">For these risks related to pre-bonding see latest versions of: ""Risk Analysis of stopcocks and manifols"" and ""closed stopcock FMEA"".</p><p class=""NarrativeText"" id=""15eadc13832e4153bff14c5cbb2fd784"">An overall of 38 risks were identified so far. 30 of them are related to all bonded stopcocks and 7 of them are relavent only to bonded closed stopcocks and are mentioned apart from the others in the FMEA table.</p><p class=""NarrativeText"" id=""ea5cc10422f14fa58b385ab58455c0ba"">Since last year's update, 12 risks were added to this document (risks # 19-31).</p><p class=""NarrativeText"" id=""de5b27ede7f84c0fbe9e692297f2d346"">All risks were also evaluated for their severity, probability and detectability. Rating was based on data gathered from production & Post production information.</p><p class=""NarrativeText"" id=""212be89a69c44e389082f35182de99e1"">After the evaluation, there are no unacceptable(coloured by Red), 15 risks are in the ALARP/AFAP (yellow) area and 23 in the acceptable (green) area. 61% of the risks are acceptable.</p><p class=""NarrativeText"" id=""a220318cd8de466a9618f2eb52f8e125"">According to Elcam's management decision, when looking at overall risk percentages between red, yellow and green risks, over 50% of green risks is considered acceptable.</p><p class=""NarrativeText"" id=""f5a4a531dec341b5b74b5a0c7b76ff76"">Mitigation activities to reduce these risks were already implemented in the past and can be find in Elcam SOPs that are mentioned in this document.</p><p class=""NarrativeText"" id=""ef7dcd72d20e48dcad9602f56e924bed"">during 2013-2014 three CAPAs were dealt with for the bonded manifolds family of products (Risks #3, 9 & 12). After the evaluation of year 2015 (revision F) there were no problems detected for risks #3&9 and some problems for risk #12, therefore probabilities for these risks is now reduced (P=1 for risks #3&9 and P=2 for risk #12) .</p><p class=""NarrativeText"" id=""6c12bf338e4044e9a293118a19d9c4f2"">All risks will be re-evaluated for effectiveness next year's update after gathering production and post production information.</p><p class=""NarrativeText"" id=""33993f59942947d48a20eb68af034fd0"">Risk to Benefit Analysis:</p><p class=""NarrativeText"" id=""3d8b8159bcc744aaa506204bd58a0b88"">The bonded manifolds are essential and basic medical products for use at various medical applications (IV, Monitpring etc.).</p><p class=""NarrativeText"" id=""f52e8052a5144285a76e01b9b66f0b6b"">Tracking information regarding the production, post production and use of this product at the hospitals, shows that the overall advantages in using Elcam's bonded maifolds overweight the risks of this product detailed in this document. When using Elcam's stopcocks and monoblock-manifolds, the overall risks to patient, medical staff and/or their environment are low.</p><p class=""NarrativeText"" id=""1deea5b864524050a469dd0b4662ef71"">The majority of the risks are acceptable, no unacceptable risks. risks are dealt with and tracked. the product is being sold and used without any major issues. Therefore the benefits clearly overweight the risks.</p>",,application/pdf,
UncategorizedText,"{'type': 'UncategorizedText', 'element_id': '6b5d11f06dcb51387968bf63cb23777f', 'text': '', 'metadata': {'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<footer class=""Footer"" id=""8d844d2e8bf64ced9768c4f593fe722d"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",,"{'category_depth': 1, 'page_number': 2, 'parent_id': '5ebdcb3a1c9f492093a3194dc72fcc90', 'text_as_html': '<footer class=""Footer"" id=""8d844d2e8bf64ced9768c4f593fe722d"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,2.0,"<footer class=""Footer"" id=""8d844d2e8bf64ced9768c4f593fe722d"" />",,application/pdf,
NarrativeText,"{'type': 'NarrativeText', 'element_id': '7bbeae01e3f8918426d1a41eabbb31e8', 'text': 'RMF- Bonded Manifolds', 'metadata': {'category_depth': 2, 'page_number': 2, 'parent_id': '8d844d2e8bf64ced9768c4f593fe722d', 'text_as_html': '<p class=""NarrativeText"" id=""380a0582eb1f4028bd3761594e45e79d"">RMF- Bonded Manifolds</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",RMF- Bonded Manifolds,"{'category_depth': 2, 'page_number': 2, 'parent_id': '8d844d2e8bf64ced9768c4f593fe722d', 'text_as_html': '<p class=""NarrativeText"" id=""380a0582eb1f4028bd3761594e45e79d"">RMF- Bonded Manifolds</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,2.0,"<p class=""NarrativeText"" id=""380a0582eb1f4028bd3761594e45e79d"">RMF- Bonded Manifolds</p>",,application/pdf,
UncategorizedText,"{'type': 'UncategorizedText', 'element_id': '64738d0cde96c37a32a598f93f4dfc0c', 'text': '', 'metadata': {'category_depth': 0, 'page_number': 3, 'text_as_html': '<div class=""Page"" data-page-number=""3"" id=""6fa9803a74d6436990edbc8626903d7a"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",,"{'category_depth': 0, 'page_number': 3, 'text_as_html': '<div class=""Page"" data-page-number=""3"" id=""6fa9803a74d6436990edbc8626903d7a"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,3.0,"<div class=""Page"" data-page-number=""3"" id=""6fa9803a74d6436990edbc8626903d7a"" />",,application/pdf,
UncategorizedText,"{'type': 'UncategorizedText', 'element_id': 'c9e978a5050f91bb503b5aa56f9c9dac', 'text': '', 'metadata': {'category_depth': 1, 'page_number': 3, 'parent_id': '6fa9803a74d6436990edbc8626903d7a', 'text_as_html': '<header class=""Header"" id=""af947de9c49e4279be662292d4bc5070"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",,"{'category_depth': 1, 'page_number': 3, 'parent_id': '6fa9803a74d6436990edbc8626903d7a', 'text_as_html': '<header class=""Header"" id=""af947de9c49e4279be662292d4bc5070"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,3.0,"<header class=""Header"" id=""af947de9c49e4279be662292d4bc5070"" />",,application/pdf,
NarrativeText,"{'type': 'NarrativeText', 'element_id': '59c178adc78774f541463f4d8a0adb6b', 'text': 'Elcam Medical BarAm 1386000 Israel', 'metadata': {'category_depth': 2, 'page_number': 3, 'parent_id': 'af947de9c49e4279be662292d4bc5070', 'text_as_html': '<p class=""NarrativeText"" id=""a680a6f480c24bb1b20c39e8bfce5683"">Elcam Medical</p><p class=""NarrativeText"" id=""7f6a2065b4544155b85f3680f7d8a76b"">BarAm 1386000 Israel</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",Elcam Medical BarAm 1386000 Israel,"{'category_depth': 2, 'page_number': 3, 'parent_id': 'af947de9c49e4279be662292d4bc5070', 'text_as_html': '<p class=""NarrativeText"" id=""a680a6f480c24bb1b20c39e8bfce5683"">Elcam Medical</p><p class=""NarrativeText"" id=""7f6a2065b4544155b85f3680f7d8a76b"">BarAm 1386000 Israel</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,3.0,"<p class=""NarrativeText"" id=""a680a6f480c24bb1b20c39e8bfce5683"">Elcam Medical</p><p class=""NarrativeText"" id=""7f6a2065b4544155b85f3680f7d8a76b"">BarAm 1386000 Israel</p>",,application/pdf,
PageNumber,"{'type': 'PageNumber', 'element_id': '20dba16ca554c4f2c58cd4dd9e476b13', 'text': 'Page 9 of 10', 'metadata': {'category_depth': 2, 'page_number': 3, 'parent_id': 'af947de9c49e4279be662292d4bc5070', 'text_as_html': '<span class=""PageNumber"" id=""80eeafa3bee341598591853a30103e34"">Page 9 of 10</span>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}",Page 9 of 10,"{'category_depth': 2, 'page_number': 3, 'parent_id': 'af947de9c49e4279be662292d4bc5070', 'text_as_html': '<span class=""PageNumber"" id=""80eeafa3bee341598591853a30103e34"">Page 9 of 10</span>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,3.0,"<span class=""PageNumber"" id=""80eeafa3bee341598591853a30103e34"">Page 9 of 10</span>",,application/pdf,
Table,"{'type': 'Table', 'element_id': 'f5bd53fa4cf45698532bf317860594e1', 'text': 'ID Hazardous Situation Cause of Failure Failure Type Potential Effect of Failure Severity Probability Detectability RPN Risk Mitigation Activity Responsibility Updated S, P, D NEW RPN', 'metadata': {'category_depth': 1, 'page_number': 3, 'parent_id': '6fa9803a74d6436990edbc8626903d7a', 'text_as_html': '<table class=""Table"" id=""975af15dded946ffa618659bb8993181""><thead><tr><th>ID</th><th>Hazardous Situation</th><th>Cause of Failure</th><th>Failure Type</th><th>Potential Effect of Failure</th><th>Severity</th><th>Probability</th><th>Detectability</th><th>RPN</th><th>Risk Mitigation Activity</th><th>Responsibility</th><th>Updated S, P, D</th><th>NEW RPN</th></tr></thead></table>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}}","ID Hazardous Situation Cause of Failure Failure Type Potential Effect of Failure Severity Probability Detectability RPN Risk Mitigation Activity Responsibility Updated S, P, D NEW RPN","{'category_depth': 1, 'page_number': 3, 'parent_id': '6fa9803a74d6436990edbc8626903d7a', 'text_as_html': '<table class=""Table"" id=""975af15dded946ffa618659bb8993181""><thead><tr><th>ID</th><th>Hazardous Situation</th><th>Cause of Failure</th><th>Failure Type</th><th>Potential Effect of Failure</th><th>Severity</th><th>Probability</th><th>Detectability</th><th>RPN</th><th>Risk Mitigation Activity</th><th>Responsibility</th><th>Updated S, P, D</th><th>NEW RPN</th></tr></thead></table>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'RMF- Bonded Manifolds -Rev G_scanned for TF.pdf'}",RMF- Bonded Manifolds -Rev G_scanned for TF.pdf,3.0,"<table class=""Table"" id=""975af15dded946ffa618659bb8993181""><thead><tr><th>ID</th><th>Hazardous Situation</th><th>Cause of Failure</th><th>Failure Type</th><th>Potential Effect of Failure</th><th>Severity</th><th>Probability</th><th>Detectability</th><th>RPN</th><th>Risk Mitigation Activity</th><th>Responsibility</th><th>Updated S, P, D</th><th>NEW RPN</th></tr></thead></table>",,application/pdf,
